"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","PRT","Portugal","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","PRT","Portugal","NBR","Number","0","Units",,,10,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","PRT","Portugal","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","PRT","Portugal","NBR","Number","0","Units",,,6,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","SVK","Slovak Republic","NBR","Number","0","Units",,,12,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","SVK","Slovak Republic","NBR","Number","0","Units",,,12,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","SVK","Slovak Republic","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","SVK","Slovak Republic","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","SVK","Slovak Republic","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","SVK","Slovak Republic","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","SVK","Slovak Republic","NBR","Number","0","Units",,,4,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,105,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,93,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,10,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,19,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","ESP","Spain","NBR","Number","0","Units",,,10,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","SWE","Sweden","NBR","Number","0","Units",,,6,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","SWE","Sweden","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","SWE","Sweden","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","SWE","Sweden","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","SWE","Sweden","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,19,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,19,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,9,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,9,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","CHE","Switzerland","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","TUR","Türkiye","NBR","Number","0","Units",,,146,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","TUR","Türkiye","NBR","Number","0","Units",,,22,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","GBR","United Kingdom","NBR","Number","0","Units",,,15,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","GBR","United Kingdom","NBR","Number","0","Units",,,8,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","GBR","United Kingdom","NBR","Number","0","Units",,,2,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","GBR","United Kingdom","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,140,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,135,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,18,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,25,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,52,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,18,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,25,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","EST","Estonia","NBR","Number","0","Units",,,5,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","EST","Estonia","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","EST","Estonia","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","EST","Estonia","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","EST","Estonia","NBR","Number","0","Units",,,1,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","ISR","Israel","NBR","Number","0","Units",,,105,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","ISR","Israel","NBR","Number","0","Units",,,7,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","ISR","Israel","NBR","Number","0","Units",,,13,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","ISR","Israel","NBR","Number","0","Units",,,15,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","RUS","Russia","NBR","Number","0","Units",,,9,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","SVN","Slovenia","NBR","Number","0","Units",,,24,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","SVN","Slovenia","NBR","Number","0","Units",,,24,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","SVN","Slovenia","NBR","Number","0","Units",,,7,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","SVN","Slovenia","NBR","Number","0","Units",,,11,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","SVN","Slovenia","NBR","Number","0","Units",,,18,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","SVN","Slovenia","NBR","Number","0","Units",,,7,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","SVN","Slovenia","NBR","Number","0","Units",,,11,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,239,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,238,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,8,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,17,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,14,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","AUS","Australia","NBR","Number","0","Units",,,39,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,21,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,21,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,8,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,12,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","AUT","Austria","NBR","Number","0","Units",,,8,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","BEL","Belgium","NBR","Number","0","Units",,,19,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","BEL","Belgium","NBR","Number","0","Units",,,16,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","BEL","Belgium","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","BEL","Belgium","NBR","Number","0","Units",,,3,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","BEL","Belgium","NBR","Number","0","Units",,,6,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","BEL","Belgium","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","BEL","Belgium","NBR","Number","0","Units",,,3,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","CAN","Canada","NBR","Number","0","Units",,,46,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","CAN","Canada","NBR","Number","0","Units",,,46,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","CAN","Canada","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","CAN","Canada","NBR","Number","0","Units",,,10,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","CAN","Canada","NBR","Number","0","Units",,,18,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","CAN","Canada","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","CAN","Canada","NBR","Number","0","Units",,,10,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","CZE","Czech Republic","NBR","Number","0","Units",,,21,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","CZE","Czech Republic","NBR","Number","0","Units",,,21,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","CZE","Czech Republic","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","CZE","Czech Republic","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","CZE","Czech Republic","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","CZE","Czech Republic","NBR","Number","0","Units",,,16,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,15,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,15,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,5,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","DNK","Denmark","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","FIN","Finland","NBR","Number","0","Units",,,10,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","FIN","Finland","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","FIN","Finland","NBR","Number","0","Units",,,0,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","FIN","Finland","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","FIN","Finland","NBR","Number","0","Units",,,0,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","FRA","France","NBR","Number","0","Units",,,35,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","FRA","France","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","FRA","France","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","FRA","France","NBR","Number","0","Units",,,5,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","FRA","France","NBR","Number","0","Units",,,8,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","DEU","Germany","NBR","Number","0","Units",,,21,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","DEU","Germany","NBR","Number","0","Units",,,20,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","DEU","Germany","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","DEU","Germany","NBR","Number","0","Units",,,5,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","DEU","Germany","NBR","Number","0","Units",,,10,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","DEU","Germany","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","DEU","Germany","NBR","Number","0","Units",,,5,,
